# x, y, theta, v_l, v_r
332.07, 1032.17, 2.540, 24.93, 24.93
331.86, 1032.31, 2.540, 24.93, 24.93
331.66, 1032.45, 2.540, 24.93, 24.93
331.45, 1032.59, 2.540, 24.93, 24.93
331.25, 1032.73, 2.540, 24.93, 24.93
331.04, 1032.87, 2.540, 24.93, 24.93
330.84, 1033.02, 2.540, 24.93, 24.93
330.63, 1033.16, 2.540, 24.93, 24.93
330.42, 1033.30, 2.540, 24.93, 24.93
330.22, 1033.44, 2.540, 24.93, 24.93
330.01, 1033.58, 2.540, 24.93, 24.93
329.81, 1033.72, 2.540, 24.93, 24.93
329.60, 1033.86, 2.540, 24.93, 24.93
329.40, 1034.00, 2.540, 24.93, 24.93
329.19, 1034.15, 2.540, 24.93, 24.93
328.99, 1034.29, 2.540, 24.93, 24.93
328.78, 1034.43, 2.540, 24.93, 24.93
328.58, 1034.57, 2.540, 24.93, 24.93
328.37, 1034.71, 2.540, 24.93, 24.93
328.37, 1034.71, 2.416, 6.16, -6.16
328.37, 1034.71, 2.293, 6.16, -6.16
328.37, 1034.71, 2.170, 6.16, -6.16
328.37, 1034.71, 2.047, 6.16, -6.16
328.34, 1034.76, 2.047, 6.16, 6.16
328.28, 1034.92, 1.859, 24.93, 6.16
328.21, 1035.16, 1.859, 24.93, 24.93
328.14, 1035.40, 1.859, 24.93, 24.93
328.07, 1035.64, 1.859, 24.93, 24.93
328.00, 1035.88, 1.859, 24.93, 24.93
327.93, 1036.11, 1.859, 24.93, 24.93
327.90, 1036.27, 1.671, 24.93, 6.16
327.87, 1036.52, 1.671, 24.93, 24.93
327.85, 1036.77, 1.671, 24.93, 24.93
327.85, 1036.92, 1.484, 24.93, 6.16
327.87, 1037.17, 1.484, 24.93, 24.93
327.89, 1037.42, 1.484, 24.93, 24.93
327.92, 1037.57, 1.296, 24.93, 6.16
327.99, 1037.81, 1.296, 24.93, 24.93
328.06, 1038.05, 1.296, 24.93, 24.93
328.12, 1038.29, 1.296, 24.93, 24.93
328.19, 1038.53, 1.296, 24.93, 24.93
328.26, 1038.77, 1.296, 24.93, 24.93
328.33, 1039.01, 1.296, 24.93, 24.93
328.39, 1039.25, 1.296, 24.93, 24.93
328.46, 1039.49, 1.296, 24.93, 24.93
328.53, 1039.73, 1.296, 24.93, 24.93
328.60, 1039.97, 1.296, 24.93, 24.93
328.65, 1040.10, 1.108, 24.93, 6.16
328.76, 1040.32, 1.108, 24.93, 24.93
328.87, 1040.55, 1.108, 24.93, 24.93
328.99, 1040.77, 1.108, 24.93, 24.93
329.10, 1040.99, 1.108, 24.93, 24.93
329.21, 1041.22, 1.108, 24.93, 24.93
329.32, 1041.44, 1.108, 24.93, 24.93
329.43, 1041.66, 1.108, 24.93, 24.93
329.54, 1041.89, 1.108, 24.93, 24.93
329.65, 1042.11, 1.108, 24.93, 24.93
329.76, 1042.33, 1.108, 24.93, 24.93
329.88, 1042.56, 1.108, 24.93, 24.93
329.99, 1042.78, 1.108, 24.93, 24.93
330.10, 1043.00, 1.108, 24.93, 24.93
330.21, 1043.22, 1.108, 24.93, 24.93
330.32, 1043.45, 1.108, 24.93, 24.93
330.43, 1043.67, 1.108, 24.93, 24.93
330.54, 1043.89, 1.108, 24.93, 24.93
330.65, 1044.12, 1.108, 24.93, 24.93
330.76, 1044.34, 1.108, 24.93, 24.93
330.88, 1044.56, 1.108, 24.93, 24.93
330.99, 1044.79, 1.108, 24.93, 24.93
331.10, 1045.01, 1.108, 24.93, 24.93
331.21, 1045.23, 1.108, 24.93, 24.93
331.32, 1045.46, 1.108, 24.93, 24.93
331.43, 1045.68, 1.108, 24.93, 24.93
331.54, 1045.90, 1.108, 24.93, 24.93
331.65, 1046.12, 1.108, 24.93, 24.93
331.77, 1046.35, 1.108, 24.93, 24.93
331.88, 1046.57, 1.108, 24.93, 24.93
331.99, 1046.79, 1.108, 24.93, 24.93
332.10, 1047.02, 1.108, 24.93, 24.93
332.21, 1047.24, 1.108, 24.93, 24.93
332.32, 1047.46, 1.108, 24.93, 24.93
332.43, 1047.69, 1.108, 24.93, 24.93
332.54, 1047.91, 1.108, 24.93, 24.93
332.66, 1048.13, 1.108, 24.93, 24.93
332.77, 1048.36, 1.108, 24.93, 24.93
332.88, 1048.58, 1.108, 24.93, 24.93
332.99, 1048.80, 1.108, 24.93, 24.93
333.10, 1049.02, 1.108, 24.93, 24.93
333.21, 1049.25, 1.108, 24.93, 24.93
333.32, 1049.47, 1.108, 24.93, 24.93
333.43, 1049.69, 1.108, 24.93, 24.93
333.54, 1049.92, 1.108, 24.93, 24.93
333.54, 1049.92, 1.232, -6.16, 6.16
333.54, 1049.92, 1.355, -6.16, 6.16
333.54, 1049.92, 1.478, -6.16, 6.16
333.54, 1049.92, 1.601, -6.16, 6.16
333.54, 1049.92, 1.724, -6.16, 6.16
333.54, 1049.92, 1.847, -6.16, 6.16
333.54, 1049.92, 1.971, -6.16, 6.16
333.54, 1049.92, 2.094, -6.16, 6.16
333.54, 1049.92, 2.217, -6.16, 6.16
333.54, 1049.92, 2.340, -6.16, 6.16
333.54, 1049.92, 2.463, -6.16, 6.16
333.50, 1049.96, 2.463, 6.16, 6.16
333.30, 1050.11, 2.463, 24.93, 24.93
333.17, 1050.17, 2.651, 6.16, 24.93
332.95, 1050.29, 2.651, 24.93, 24.93
332.73, 1050.41, 2.651, 24.93, 24.93
332.51, 1050.53, 2.651, 24.93, 24.93
332.29, 1050.64, 2.651, 24.93, 24.93
332.07, 1050.76, 2.651, 24.93, 24.93
331.85, 1050.88, 2.651, 24.93, 24.93
331.63, 1051.00, 2.651, 24.93, 24.93
331.41, 1051.11, 2.651, 24.93, 24.93
331.19, 1051.23, 2.651, 24.93, 24.93
330.97, 1051.35, 2.651, 24.93, 24.93
330.75, 1051.47, 2.651, 24.93, 24.93
330.53, 1051.58, 2.651, 24.93, 24.93
330.31, 1051.70, 2.651, 24.93, 24.93
330.10, 1051.82, 2.651, 24.93, 24.93
329.88, 1051.94, 2.651, 24.93, 24.93
329.66, 1052.05, 2.651, 24.93, 24.93
329.44, 1052.17, 2.651, 24.93, 24.93
329.22, 1052.29, 2.651, 24.93, 24.93
329.00, 1052.41, 2.651, 24.93, 24.93
328.78, 1052.52, 2.651, 24.93, 24.93
328.56, 1052.64, 2.651, 24.93, 24.93
328.34, 1052.76, 2.651, 24.93, 24.93
328.34, 1052.76, 2.528, 6.16, -6.16
328.34, 1052.76, 2.405, 6.16, -6.16
328.34, 1052.76, 2.281, 6.16, -6.16
328.34, 1052.76, 2.158, 6.16, -6.16
328.34, 1052.76, 2.035, 6.16, -6.16
328.31, 1052.81, 2.035, 6.16, 6.16
328.25, 1052.97, 1.847, 24.93, 6.16
328.18, 1053.21, 1.847, 24.93, 24.93
328.16, 1053.37, 1.660, 24.93, 6.16
328.13, 1053.61, 1.660, 24.93, 24.93
328.13, 1053.77, 1.472, 24.93, 6.16
328.16, 1054.02, 1.472, 24.93, 24.93
328.18, 1054.27, 1.472, 24.93, 24.93
328.21, 1054.51, 1.472, 24.93, 24.93
328.23, 1054.76, 1.472, 24.93, 24.93
328.26, 1054.91, 1.284, 24.93, 6.16
328.33, 1055.15, 1.284, 24.93, 24.93
328.40, 1055.39, 1.284, 24.93, 24.93
328.46, 1055.52, 1.097, 24.93, 6.16
328.57, 1055.74, 1.097, 24.93, 24.93
328.69, 1055.96, 1.097, 24.93, 24.93
328.80, 1056.18, 1.097, 24.93, 24.93
328.92, 1056.41, 1.097, 24.93, 24.93
329.03, 1056.63, 1.097, 24.93, 24.93
329.14, 1056.85, 1.097, 24.93, 24.93
329.26, 1057.07, 1.097, 24.93, 24.93
329.37, 1057.29, 1.097, 24.93, 24.93
329.49, 1057.52, 1.097, 24.93, 24.93
329.60, 1057.74, 1.097, 24.93, 24.93
329.71, 1057.96, 1.097, 24.93, 24.93
329.83, 1058.18, 1.097, 24.93, 24.93
329.94, 1058.40, 1.097, 24.93, 24.93
330.05, 1058.62, 1.097, 24.93, 24.93
330.17, 1058.85, 1.097, 24.93, 24.93
330.28, 1059.07, 1.097, 24.93, 24.93
330.40, 1059.29, 1.097, 24.93, 24.93
330.51, 1059.51, 1.097, 24.93, 24.93
330.62, 1059.73, 1.097, 24.93, 24.93
330.74, 1059.96, 1.097, 24.93, 24.93
330.85, 1060.18, 1.097, 24.93, 24.93
330.96, 1060.40, 1.097, 24.93, 24.93
331.08, 1060.62, 1.097, 24.93, 24.93
331.19, 1060.84, 1.097, 24.93, 24.93
331.31, 1061.06, 1.097, 24.93, 24.93
331.42, 1061.29, 1.097, 24.93, 24.93
331.53, 1061.51, 1.097, 24.93, 24.93
331.65, 1061.73, 1.097, 24.93, 24.93
331.76, 1061.95, 1.097, 24.93, 24.93
331.88, 1062.17, 1.097, 24.93, 24.93
331.99, 1062.39, 1.097, 24.93, 24.93
332.10, 1062.62, 1.097, 24.93, 24.93
332.22, 1062.84, 1.097, 24.93, 24.93
332.33, 1063.06, 1.097, 24.93, 24.93
332.44, 1063.28, 1.097, 24.93, 24.93
332.56, 1063.50, 1.097, 24.93, 24.93
332.67, 1063.73, 1.097, 24.93, 24.93
332.79, 1063.95, 1.097, 24.93, 24.93
332.90, 1064.17, 1.097, 24.93, 24.93
333.01, 1064.39, 1.097, 24.93, 24.93
333.13, 1064.61, 1.097, 24.93, 24.93
333.24, 1064.83, 1.097, 24.93, 24.93
333.35, 1065.06, 1.097, 24.93, 24.93
333.47, 1065.28, 1.097, 24.93, 24.93
333.58, 1065.50, 1.097, 24.93, 24.93
333.58, 1065.50, 1.220, -6.16, 6.16
333.58, 1065.50, 1.343, -6.16, 6.16
333.58, 1065.50, 1.466, -6.16, 6.16
333.58, 1065.50, 1.589, -6.16, 6.16
333.58, 1065.50, 1.713, -6.16, 6.16
333.58, 1065.50, 1.836, -6.16, 6.16
333.58, 1065.50, 1.959, -6.16, 6.16
333.58, 1065.50, 2.082, -6.16, 6.16
333.58, 1065.50, 2.205, -6.16, 6.16
333.58, 1065.50, 2.328, -6.16, 6.16
333.58, 1065.50, 2.452, -6.16, 6.16
333.45, 1065.56, 2.639, 6.16, 24.93
333.24, 1065.68, 2.639, 24.93, 24.93
333.02, 1065.80, 2.639, 24.93, 24.93
332.80, 1065.92, 2.639, 24.93, 24.93
332.58, 1066.04, 2.639, 24.93, 24.93
332.36, 1066.16, 2.639, 24.93, 24.93
332.14, 1066.28, 2.639, 24.93, 24.93
331.92, 1066.40, 2.639, 24.93, 24.93
331.71, 1066.52, 2.639, 24.93, 24.93
331.49, 1066.64, 2.639, 24.93, 24.93
331.27, 1066.76, 2.639, 24.93, 24.93
331.05, 1066.88, 2.639, 24.93, 24.93
330.83, 1067.00, 2.639, 24.93, 24.93
330.61, 1067.12, 2.639, 24.93, 24.93
330.40, 1067.24, 2.639, 24.93, 24.93
330.18, 1067.36, 2.639, 24.93, 24.93
329.96, 1067.48, 2.639, 24.93, 24.93
329.74, 1067.60, 2.639, 24.93, 24.93
329.52, 1067.72, 2.639, 24.93, 24.93
329.30, 1067.84, 2.639, 24.93, 24.93
329.08, 1067.96, 2.639, 24.93, 24.93
328.87, 1068.08, 2.639, 24.93, 24.93
328.65, 1068.20, 2.639, 24.93, 24.93
328.43, 1068.32, 2.639, 24.93, 24.93
328.43, 1068.32, 2.516, 6.16, -6.16
328.43, 1068.32, 2.393, 6.16, -6.16
328.43, 1068.32, 2.270, 6.16, -6.16
328.43, 1068.32, 2.147, 6.16, -6.16
328.43, 1068.32, 2.023, 6.16, -6.16
328.40, 1068.38, 2.023, 6.16, 6.16
328.35, 1068.53, 1.836, 24.93, 6.16
328.28, 1068.77, 1.836, 24.93, 24.93
328.22, 1069.02, 1.836, 24.93, 24.93
328.15, 1069.26, 1.836, 24.93, 24.93
328.09, 1069.50, 1.836, 24.93, 24.93
328.06, 1069.65, 1.648, 24.93, 6.16
328.04, 1069.90, 1.648, 24.93, 24.93
328.02, 1070.15, 1.648, 24.93, 24.93
328.02, 1070.31, 1.460, 24.93, 6.16
328.05, 1070.55, 1.460, 24.93, 24.93
328.08, 1070.80, 1.460, 24.93, 24.93
328.11, 1071.05, 1.460, 24.93, 24.93
328.13, 1071.30, 1.460, 24.93, 24.93
328.16, 1071.54, 1.460, 24.93, 24.93
328.19, 1071.69, 1.273, 24.93, 6.16
328.27, 1071.93, 1.273, 24.93, 24.93
328.34, 1072.17, 1.273, 24.93, 24.93
328.41, 1072.41, 1.273, 24.93, 24.93
328.49, 1072.64, 1.273, 24.93, 24.93
328.55, 1072.78, 1.085, 24.93, 6.16
328.66, 1073.00, 1.085, 24.93, 24.93
328.78, 1073.22, 1.085, 24.93, 24.93
328.89, 1073.44, 1.085, 24.93, 24.93
329.01, 1073.66, 1.085, 24.93, 24.93
329.13, 1073.88, 1.085, 24.93, 24.93
329.24, 1074.10, 1.085, 24.93, 24.93
329.36, 1074.32, 1.085, 24.93, 24.93
329.48, 1074.54, 1.085, 24.93, 24.93
329.59, 1074.76, 1.085, 24.93, 24.93
329.71, 1074.98, 1.085, 24.93, 24.93
329.83, 1075.20, 1.085, 24.93, 24.93
329.94, 1075.42, 1.085, 24.93, 24.93
330.06, 1075.64, 1.085, 24.93, 24.93
330.17, 1075.86, 1.085, 24.93, 24.93
330.29, 1076.08, 1.085, 24.93, 24.93
330.41, 1076.30, 1.085, 24.93, 24.93
330.52, 1076.52, 1.085, 24.93, 24.93
330.64, 1076.74, 1.085, 24.93, 24.93
330.76, 1076.96, 1.085, 24.93, 24.93
330.87, 1077.18, 1.085, 24.93, 24.93
330.99, 1077.41, 1.085, 24.93, 24.93
331.11, 1077.63, 1.085, 24.93, 24.93
331.22, 1077.85, 1.085, 24.93, 24.93
331.34, 1078.07, 1.085, 24.93, 24.93
331.46, 1078.29, 1.085, 24.93, 24.93
331.57, 1078.51, 1.085, 24.93, 24.93
331.69, 1078.73, 1.085, 24.93, 24.93
331.80, 1078.95, 1.085, 24.93, 24.93
331.92, 1079.17, 1.085, 24.93, 24.93
332.04, 1079.39, 1.085, 24.93, 24.93
332.15, 1079.61, 1.085, 24.93, 24.93
332.27, 1079.83, 1.085, 24.93, 24.93
332.39, 1080.05, 1.085, 24.93, 24.93
332.50, 1080.27, 1.085, 24.93, 24.93
332.62, 1080.49, 1.085, 24.93, 24.93
332.74, 1080.71, 1.085, 24.93, 24.93
332.85, 1080.93, 1.085, 24.93, 24.93
332.97, 1081.15, 1.085, 24.93, 24.93
333.08, 1081.37, 1.085, 24.93, 24.93
333.20, 1081.59, 1.085, 24.93, 24.93
333.32, 1081.81, 1.085, 24.93, 24.93
333.43, 1082.03, 1.085, 24.93, 24.93
333.55, 1082.25, 1.085, 24.93, 24.93
333.55, 1082.25, 1.208, -6.16, 6.16
333.55, 1082.25, 1.331, -6.16, 6.16
333.55, 1082.25, 1.454, -6.16, 6.16
333.55, 1082.25, 1.578, -6.16, 6.16
333.55, 1082.25, 1.701, -6.16, 6.16
333.55, 1082.25, 1.824, -6.16, 6.16
333.55, 1082.25, 1.947, -6.16, 6.16
333.55, 1082.25, 2.070, -6.16, 6.16
333.55, 1082.25, 2.193, -6.16, 6.16
333.55, 1082.25, 2.317, -6.16, 6.16
333.55, 1082.25, 2.440, -6.16, 6.16
333.36, 1082.42, 2.440, 24.93, 24.93
333.17, 1082.58, 2.440, 24.93, 24.93
332.98, 1082.74, 2.440, 24.93, 24.93
332.79, 1082.90, 2.440, 24.93, 24.93
332.74, 1082.94, 2.440, 6.16, 6.16
332.74, 1082.94, 2.563, -6.16, 6.16
332.53, 1083.07, 2.563, 24.93, 24.93
332.32, 1083.21, 2.563, 24.93, 24.93
332.12, 1083.35, 2.563, 24.93, 24.93
331.91, 1083.48, 2.563, 24.93, 24.93
331.70, 1083.62, 2.563, 24.93, 24.93
331.49, 1083.76, 2.563, 24.93, 24.93
331.28, 1083.89, 2.563, 24.93, 24.93
331.07, 1084.03, 2.563, 24.93, 24.93
330.86, 1084.16, 2.563, 24.93, 24.93
330.65, 1084.30, 2.563, 24.93, 24.93
330.45, 1084.44, 2.563, 24.93, 24.93
330.24, 1084.57, 2.563, 24.93, 24.93
330.03, 1084.71, 2.563, 24.93, 24.93
329.82, 1084.85, 2.563, 24.93, 24.93
329.61, 1084.98, 2.563, 24.93, 24.93
329.40, 1085.12, 2.563, 24.93, 24.93
329.19, 1085.26, 2.563, 24.93, 24.93
328.99, 1085.39, 2.563, 24.93, 24.93
328.78, 1085.53, 2.563, 24.93, 24.93
328.57, 1085.66, 2.563, 24.93, 24.93
328.36, 1085.80, 2.563, 24.93, 24.93
328.36, 1085.80, 2.440, 6.16, -6.16
328.36, 1085.80, 2.317, 6.16, -6.16
328.36, 1085.80, 2.193, 6.16, -6.16
328.36, 1085.80, 2.070, 6.16, -6.16
328.27, 1085.91, 2.258, 6.16, 24.93
328.11, 1086.11, 2.258, 24.93, 24.93
327.96, 1086.30, 2.258, 24.93, 24.93
327.80, 1086.49, 2.258, 24.93, 24.93
327.64, 1086.68, 2.258, 24.93, 24.93
327.48, 1086.88, 2.258, 24.93, 24.93
327.40, 1087.02, 2.070, 24.93, 6.16
327.33, 1087.18, 1.883, 24.93, 6.16
327.26, 1087.41, 1.883, 24.93, 24.93
327.18, 1087.65, 1.883, 24.93, 24.93
327.15, 1087.81, 1.695, 24.93, 6.16
327.12, 1088.05, 1.695, 24.93, 24.93
327.09, 1088.30, 1.695, 24.93, 24.93
327.05, 1088.55, 1.695, 24.93, 24.93
327.02, 1088.80, 1.695, 24.93, 24.93
326.99, 1089.04, 1.695, 24.93, 24.93
326.96, 1089.29, 1.695, 24.93, 24.93
326.93, 1089.54, 1.695, 24.93, 24.93
326.90, 1089.79, 1.695, 24.93, 24.93
326.87, 1090.03, 1.695, 24.93, 24.93
326.87, 1090.19, 1.507, 24.93, 6.16
326.88, 1090.44, 1.507, 24.93, 24.93
326.90, 1090.69, 1.507, 24.93, 24.93
326.91, 1090.94, 1.507, 24.93, 24.93
326.93, 1091.18, 1.507, 24.93, 24.93
326.94, 1091.43, 1.507, 24.93, 24.93
326.97, 1091.58, 1.320, 24.93, 6.16
327.03, 1091.82, 1.320, 24.93, 24.93
327.09, 1092.07, 1.320, 24.93, 24.93
327.15, 1092.31, 1.320, 24.93, 24.93
327.21, 1092.44, 1.132, 24.93, 6.16
327.31, 1092.67, 1.132, 24.93, 24.93
327.42, 1092.89, 1.132, 24.93, 24.93
327.50, 1093.01, 0.944, 24.93, 6.16
327.64, 1093.22, 0.944, 24.93, 24.93
327.79, 1093.42, 0.944, 24.93, 24.93
327.94, 1093.62, 0.944, 24.93, 24.93
328.08, 1093.82, 0.944, 24.93, 24.93
328.23, 1094.02, 0.944, 24.93, 24.93
328.33, 1094.12, 0.757, 24.93, 6.16
328.51, 1094.29, 0.757, 24.93, 24.93
328.69, 1094.46, 0.757, 24.93, 24.93
328.87, 1094.63, 0.757, 24.93, 24.93
329.06, 1094.80, 0.757, 24.93, 24.93
329.24, 1094.98, 0.757, 24.93, 24.93
329.42, 1095.15, 0.757, 24.93, 24.93
329.60, 1095.32, 0.757, 24.93, 24.93
329.78, 1095.49, 0.757, 24.93, 24.93
329.96, 1095.66, 0.757, 24.93, 24.93
330.14, 1095.83, 0.757, 24.93, 24.93
330.32, 1096.00, 0.757, 24.93, 24.93
330.51, 1096.17, 0.757, 24.93, 24.93
330.51, 1096.17, 0.880, -6.16, 6.16
330.51, 1096.17, 1.003, -6.16, 6.16
330.51, 1096.17, 1.126, -6.16, 6.16
330.51, 1096.17, 1.249, -6.16, 6.16
330.51, 1096.17, 1.372, -6.16, 6.16
330.51, 1096.17, 1.496, -6.16, 6.16
330.51, 1096.17, 1.619, -6.16, 6.16
330.51, 1096.17, 1.742, -6.16, 6.16
330.51, 1096.17, 1.865, -6.16, 6.16
330.51, 1096.17, 1.988, -6.16, 6.16
330.51, 1096.17, 2.111, -6.16, 6.16
330.51, 1096.17, 2.235, -6.16, 6.16
330.35, 1096.37, 2.235, 24.93, 24.93
330.20, 1096.57, 2.235, 24.93, 24.93
330.05, 1096.76, 2.235, 24.93, 24.93
329.89, 1096.96, 2.235, 24.93, 24.93
329.74, 1097.16, 2.235, 24.93, 24.93
329.58, 1097.35, 2.235, 24.93, 24.93
329.43, 1097.55, 2.235, 24.93, 24.93
329.28, 1097.74, 2.235, 24.93, 24.93
329.12, 1097.94, 2.235, 24.93, 24.93
328.97, 1098.14, 2.235, 24.93, 24.93
328.82, 1098.33, 2.235, 24.93, 24.93
328.66, 1098.53, 2.235, 24.93, 24.93
328.51, 1098.73, 2.235, 24.93, 24.93
328.36, 1098.92, 2.235, 24.93, 24.93
328.20, 1099.12, 2.235, 24.93, 24.93
328.05, 1099.31, 2.235, 24.93, 24.93
327.90, 1099.51, 2.235, 24.93, 24.93
327.74, 1099.71, 2.235, 24.93, 24.93
327.59, 1099.90, 2.235, 24.93, 24.93
327.43, 1100.10, 2.235, 24.93, 24.93
327.35, 1100.25, 2.047, 24.93, 6.16
327.29, 1100.40, 1.859, 24.93, 6.16
327.22, 1100.64, 1.859, 24.93, 24.93
327.15, 1100.88, 1.859, 24.93, 24.93
327.08, 1101.12, 1.859, 24.93, 24.93
327.01, 1101.36, 1.859, 24.93, 24.93
326.98, 1101.52, 1.671, 24.93, 6.16
326.95, 1101.76, 1.671, 24.93, 24.93
326.93, 1102.01, 1.671, 24.93, 24.93
326.90, 1102.26, 1.671, 24.93, 24.93
326.88, 1102.51, 1.671, 24.93, 24.93
326.85, 1102.76, 1.671, 24.93, 24.93
326.83, 1103.00, 1.671, 24.93, 24.93
326.80, 1103.25, 1.671, 24.93, 24.93
326.78, 1103.50, 1.671, 24.93, 24.93
326.75, 1103.75, 1.671, 24.93, 24.93
326.73, 1104.00, 1.671, 24.93, 24.93
326.70, 1104.24, 1.671, 24.93, 24.93
326.68, 1104.49, 1.671, 24.93, 24.93
326.65, 1104.74, 1.671, 24.93, 24.93
326.63, 1104.99, 1.671, 24.93, 24.93
326.60, 1105.24, 1.671, 24.93, 24.93
326.58, 1105.48, 1.671, 24.93, 24.93
326.58, 1105.64, 1.484, 24.93, 6.16
326.60, 1105.89, 1.484, 24.93, 24.93
326.62, 1106.14, 1.484, 24.93, 24.93
326.65, 1106.28, 1.296, 24.93, 6.16
326.72, 1106.52, 1.296, 24.93, 24.93
326.78, 1106.76, 1.296, 24.93, 24.93
326.85, 1107.00, 1.296, 24.93, 24.93
326.92, 1107.24, 1.296, 24.93, 24.93
326.99, 1107.48, 1.296, 24.93, 24.93
327.05, 1107.72, 1.296, 24.93, 24.93
327.12, 1107.96, 1.296, 24.93, 24.93
327.19, 1108.20, 1.296, 24.93, 24.93
327.26, 1108.44, 1.296, 24.93, 24.93
327.33, 1108.68, 1.296, 24.93, 24.93
327.38, 1108.82, 1.108, 24.93, 6.16
327.49, 1109.04, 1.108, 24.93, 24.93
327.60, 1109.26, 1.108, 24.93, 24.93
327.71, 1109.49, 1.108, 24.93, 24.93
327.83, 1109.71, 1.108, 24.93, 24.93
327.91, 1109.83, 0.921, 24.93, 6.16
328.06, 1110.02, 0.921, 24.93, 24.93
328.21, 1110.22, 0.921, 24.93, 24.93
328.36, 1110.42, 0.921, 24.93, 24.93
328.51, 1110.62, 0.921, 24.93, 24.93
328.66, 1110.82, 0.921, 24.93, 24.93
328.81, 1111.02, 0.921, 24.93, 24.93
328.96, 1111.21, 0.921, 24.93, 24.93
329.11, 1111.41, 0.921, 24.93, 24.93
329.27, 1111.61, 0.921, 24.93, 24.93
329.42, 1111.81, 0.921, 24.93, 24.93
329.57, 1112.01, 0.921, 24.93, 24.93
329.72, 1112.21, 0.921, 24.93, 24.93
329.87, 1112.40, 0.921, 24.93, 24.93
330.02, 1112.60, 0.921, 24.93, 24.93
330.17, 1112.80, 0.921, 24.93, 24.93
330.32, 1113.00, 0.921, 24.93, 24.93
330.47, 1113.20, 0.921, 24.93, 24.93
330.62, 1113.40, 0.921, 24.93, 24.93
330.77, 1113.60, 0.921, 24.93, 24.93
330.93, 1113.79, 0.921, 24.93, 24.93
331.08, 1113.99, 0.921, 24.93, 24.93
331.23, 1114.19, 0.921, 24.93, 24.93
331.38, 1114.39, 0.921, 24.93, 24.93
331.53, 1114.59, 0.921, 24.93, 24.93
331.53, 1114.59, 1.044, -6.16, 6.16
331.53, 1114.59, 1.167, -6.16, 6.16
331.53, 1114.59, 1.290, -6.16, 6.16
331.53, 1114.59, 1.413, -6.16, 6.16
331.53, 1114.59, 1.537, -6.16, 6.16
331.53, 1114.59, 1.660, -6.16, 6.16
331.53, 1114.59, 1.783, -6.16, 6.16
331.53, 1114.59, 1.906, -6.16, 6.16
331.53, 1114.59, 2.029, -6.16, 6.16
331.53, 1114.59, 2.152, -6.16, 6.16
331.53, 1114.59, 2.276, -6.16, 6.16
331.49, 1114.63, 2.276, 6.16, 6.16
331.33, 1114.82, 2.276, 24.93, 24.93
331.17, 1115.01, 2.276, 24.93, 24.93
331.00, 1115.20, 2.276, 24.93, 24.93
330.84, 1115.39, 2.276, 24.93, 24.93
330.68, 1115.58, 2.276, 24.93, 24.93
330.52, 1115.77, 2.276, 24.93, 24.93
330.36, 1115.96, 2.276, 24.93, 24.93
330.20, 1116.15, 2.276, 24.93, 24.93
330.04, 1116.34, 2.276, 24.93, 24.93
329.87, 1116.53, 2.276, 24.93, 24.93
329.71, 1116.72, 2.276, 24.93, 24.93
329.55, 1116.91, 2.276, 24.93, 24.93
329.39, 1117.10, 2.276, 24.93, 24.93
329.23, 1117.29, 2.276, 24.93, 24.93
329.07, 1117.48, 2.276, 24.93, 24.93
328.90, 1117.67, 2.276, 24.93, 24.93
328.74, 1117.86, 2.276, 24.93, 24.93
328.58, 1118.05, 2.276, 24.93, 24.93
328.42, 1118.24, 2.276, 24.93, 24.93
328.26, 1118.43, 2.276, 24.93, 24.93
328.10, 1118.62, 2.276, 24.93, 24.93
327.94, 1118.81, 2.276, 24.93, 24.93
327.77, 1119.00, 2.276, 24.93, 24.93
327.61, 1119.19, 2.276, 24.93, 24.93
327.45, 1119.38, 2.276, 24.93, 24.93
327.36, 1119.53, 2.088, 24.93, 6.16
327.30, 1119.68, 1.900, 24.93, 6.16
327.22, 1119.91, 1.900, 24.93, 24.93
327.14, 1120.15, 1.900, 24.93, 24.93
327.10, 1120.31, 1.713, 24.93, 6.16
327.07, 1120.55, 1.713, 24.93, 24.93
327.03, 1120.80, 1.713, 24.93, 24.93
327.00, 1121.05, 1.713, 24.93, 24.93
326.96, 1121.29, 1.713, 24.93, 24.93
326.93, 1121.54, 1.713, 24.93, 24.93
326.92, 1121.70, 1.525, 24.93, 6.16
326.93, 1121.95, 1.525, 24.93, 24.93
326.94, 1122.20, 1.525, 24.93, 24.93
326.95, 1122.45, 1.525, 24.93, 24.93
326.96, 1122.69, 1.525, 24.93, 24.93
326.97, 1122.94, 1.525, 24.93, 24.93
327.00, 1123.09, 1.337, 24.93, 6.16
327.05, 1123.34, 1.337, 24.93, 24.93
327.11, 1123.58, 1.337, 24.93, 24.93
327.16, 1123.72, 1.149, 24.93, 6.16
327.26, 1123.94, 1.149, 24.93, 24.93
327.37, 1124.17, 1.149, 24.93, 24.93
327.47, 1124.40, 1.149, 24.93, 24.93
327.57, 1124.63, 1.149, 24.93, 24.93
327.67, 1124.85, 1.149, 24.93, 24.93
327.77, 1125.08, 1.149, 24.93, 24.93
327.85, 1125.20, 0.962, 24.93, 6.16
327.99, 1125.41, 0.962, 24.93, 24.93
328.14, 1125.61, 0.962, 24.93, 24.93
328.28, 1125.81, 0.962, 24.93, 24.93
328.42, 1126.02, 0.962, 24.93, 24.93
328.56, 1126.22, 0.962, 24.93, 24.93
328.71, 1126.43, 0.962, 24.93, 24.93
